COMPANY,DATE,PRICE OF LAST TRANSACTION,MAX,MIN,AVERAGE PRICE,% PERCENT,QUANTITY,REVENUE IN BEST DENARS,TOTAL REVENUE IN DENARS
ADIN,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.200,343.200
ADIN,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.400,3.400
ADIN,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.000,340.000
ADIN,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.000,28.000
ADIN,02.10.2024,"1.800,00","1.800,00","1.800,00","1.800,00","0,00",100,180.000,180.000
ADIN,24.9.2024,"1.800,00","1.800,00","1.800,00","1.800,00","0,00",16,28.800,28.800
ADIN,23.9.2024,"1.800,00","1.800,00","1.800,00","1.800,00","1,69",94,169.200,169.200
ADIN,20.9.2024,"1.770,00","1.770,00","1.770,00","1.770,00","4,12",135,238.950,238.950
ADIN,19.9.2024,"1.700,00","1.700,00","1.700,00","1.700,00","3,28",200,340.000,340.000
ADIN,18.9.2024,"1.646,00","1.646,00","1.646,00","1.646,00","0,00",10,16.460,16.460
ADIN,17.9.2024,"1.646,00","1.646,00","1.646,00","1.646,00","0,00",265,436.190,436.190
ADIN,13.9.2024,"1.646,00","1.646,00","1.646,00","1.646,00","2,88",120,197.520,197.520
ADIN,26.8.2024,"1.600,00","1.600,00","1.600,00","1.600,00","-0,62",150,240.000,240.000
ADIN,23.8.2024,"1.610,00","1.610,00","1.610,00","1.610,00","-2,37",83,133.630,133.630
ADIN,14.8.2024,"1.649,00","1.649,00","1.649,00","1.649,00","9,57",15,24.735,24.735
ADIN,13.8.2024,"1.505,00","1.505,00","1.505,00","1.505,00","0,33",100,150.500,150.500
ADIN,07.8.2024,"1.500,00","1.500,00","1.500,00","1.500,00","0,00",200,300.000,300.000
ADIN,30.7.2024,"1.500,00","1.500,00","1.500,00","1.500,00","0,00",240,360.000,360.000
ADIN,29.7.2024,"1.500,00","1.500,00","1.500,00","1.500,00","0,00",600,900.000,900.000
ADIN,12.7.2024,"1.500,00","1.500,00","1.500,00","1.500,00","0,00",368,552.000,552.000
ADIN,10.7.2024,"1.500,00","1.500,00","1.500,00","1.500,00","-6,25",600,900.000,900.000
ADIN,27.6.2024,"1.600,00","1.600,00","1.600,00","1.600,00","-5,33",200,320.000,320.000
ADIN,29.5.2024,"1.690,00","1.690,00","1.690,00","1.690,00","0,12",50,84.500,84.500
ADIN,17.5.2024,"1.688,00","1.688,00","1.688,00","1.688,00","-0,53",76,128.288,128.288
ADIN,14.5.2024,"1.697,00","1.697,00","1.697,00","1.697,00","41,42",50,84.850,84.850
ADIN,05.2.2024,"1.200,00","1.200,00","1.200,00","1.200,00","0,00",153,183.600,183.600
ADIN,31.1.2024,"1.200,00","1.200,00","1.200,00","1.200,00","20,00",295,354.000,354.000
ADIN,19.12.2023,"1.000,00","1.000,00","1.000,00","1.000,00","0,00",100,100.000,100.000
ADIN,29.11.2023,"1.000,00","1.000,00","1.000,00","1.000,00","0,00",600,600.000,600.000
ADIN,13.11.2023,"1.000,00","1.000,00","1.000,00","1.000,00","0,00",260,260.000,260.000
ADIN,09.11.2023,"1.000,00","1.000,00","1.000,00","1.000,00","0,00",200,200.000,200.000
ADIN,05.10.2023,"1.000,00","1.000,00","1.000,00","1.000,00","15,61",100,100.000,100.000
ADIN,11.7.2023,"865,00","865,00","865,00","865,00","1,76",70,60.550,60.550
ADIN,06.7.2023,"850,00","850,00","850,00","850,00","17,73",100,85.000,85.000
ADIN,14.2.2023,"722,00","722,00","722,00","722,00","-14,05",505,364.610,364.610
ADIN,20.1.2023,"840,00","840,00","840,00","840,00","0,00",95,79.800,79.800
ADIN,23.12.2022,"840,00","840,00","840,00","840,00","2,94",120,100.800,100.800
ADIN,16.12.2022,"816,00","816,00","816,00","816,00","0,12",400,326.400,326.400
ADIN,23.11.2022,"815,00","815,00","815,00","815,00","0,00",200,163.000,163.000
ADIN,22.7.2022,"815,00","815,00","815,00","815,00","1,24",10,8.150,8.150
ADIN,31.5.2022,"805,00","805,00","805,00","805,00","2,94",50,40.250,40.250
ADIN,12.5.2022,"782,00","782,00","782,00","782,00","2,89",10,7.820,7.820
ADIN,18.3.2022,"760,00","760,00","760,00","760,00","1,20",550,418.000,418.000
ADIN,16.3.2022,"751,00","751,00","751,00","751,00","0,13",1.100,826.100,826.100
ADIN,07.3.2022,"750,00","750,00","750,00","750,00","0,00",100,75.000,75.000
ADIN,24.2.2022,"750,00","750,00","750,00","750,00","2,46",120,90.000,90.000
ADIN,21.2.2022,"732,00","732,00","732,00","732,00","2,95",30,21.960,21.960
ADIN,17.1.2022,"711,00","711,00","711,00","711,00","0,99",30,21.330,21.330
ADIN,13.1.2022,"704,00","704,00","704,00","704,00","0,57",25,17.600,17.600
ADIN,17.11.2021,"700,00","700,00","700,00","700,00","0,00",50,35.000,35.000
ADIN,27.10.2021,"700,00","700,00","700,00","700,00","0,00",61,42.700,42.700
ADIN,22.10.2021,"700,00","700,00","700,00","700,00","0,00",30,21.000,21.000
ADIN,27.9.2021,"700,00","700,00","700,00","700,00","2,79",61,42.700,42.700
ADIN,21.9.2021,"681,00","681,00","681,00","681,00","4,45",50,34.050,34.050
ADIN,27.7.2021,"652,00","652,00","652,00","652,00","-1,36",50,32.600,32.600
ADIN,30.6.2021,"661,00","661,00","661,00","661,00","4,42",50,33.050,33.050
ADIN,14.5.2021,"633,00","633,00","633,00","633,00","-15,60",100,63.300,63.300
ADIN,05.5.2021,"750,00","750,00","750,00","750,00","0,00",50,37.500,37.500
ADIN,28.4.2021,"750,00","750,00","750,00","750,00","0,00",120,90.000,90.000
ADIN,23.4.2021,"750,00","750,00","750,00","750,00","0,00",50,37.500,37.500
ADIN,25.3.2021,"750,00","750,00","750,00","750,00","0,00",450,337.500,337.500
ADIN,12.3.2021,"750,00","750,00","750,00","750,00","0,00",50,37.500,37.500
ADIN,01.3.2021,"750,00","750,00","750,00","750,00","2,60",170,127.500,127.500
ADIN,23.2.2021,"731,00","731,00","731,00","731,00","4,28",168,122.808,122.808
ADIN,16.2.2021,"701,00","701,00","701,00","701,00","1,59",50,35.050,35.050
ADIN,21.1.2021,"690,00","690,00","690,00","690,00","0,00",129,89.010,89.010
ADIN,20.1.2021,"690,00","690,00","690,00","690,00","0,00",129,89.010,89.010
ADIN,18.1.2021,"690,00","690,00","690,00","690,00","1,62",40,27.600,27.600
ADIN,05.1.2021,"679,00","679,00","679,00","679,00","0,00",22,14.938,14.938
ADIN,14.12.2020,"679,00","679,00","679,00","679,00","-3,00",25,16.975,16.975
ADIN,26.11.2020,"700,00","700,00","700,00","700,00","0,00",70,49.000,49.000
ADIN,24.11.2020,"700,00","700,00","700,00","700,00","0,14",360,252.000,252.000
ADIN,23.11.2020,"699,00","699,00","699,00","699,00","-0,14",200,139.800,139.800
ADIN,18.11.2020,"700,00","700,00","700,00","700,00","0,00",340,238.000,238.000
ADIN,16.11.2020,"700,00","700,00","700,00","700,00","0,00",300,210.000,210.000
ADIN,13.11.2020,"700,00","700,00","700,00","700,00","5,11",185,129.500,129.500
ADIN,12.11.2020,"666,00","666,00","666,00","666,00","7,77",15,9.990,9.990
ADIN,05.8.2020,"618,00","618,00","618,00","618,00","0,00",2.400,1.483.200,1.483.200
ADIN,30.7.2020,"618,00","618,00","618,00","618,00","0,00",200,123.600,123.600
ADIN,06.7.2020,"618,00","618,00","618,00","618,00","0,00",100,61.800,61.800
ADIN,02.7.2020,"618,00","618,00","618,00","618,00","0,00",150,92.700,92.700
ADIN,30.6.2020,"618,00","618,00","618,00","618,00","3,00",1.000,618.000,618.000
ADIN,29.6.2020,"600,00","600,00","600,00","600,00","-9,09",300,180.000,180.000
ADIN,19.9.2019,"660,00","660,00","660,00","660,00","-2,80",300,198.000,198.000
ADIN,03.9.2019,"679,00","679,00","679,00","679,00","2,88",115,78.085,78.085
ADIN,27.8.2019,"660,00","660,00","660,00","660,00","6,45",2.940,1.940.400,1.940.400
ADIN,14.8.2019,"620,00","620,00","620,00","620,00","0,00",100,62.000,62.000
ADIN,08.8.2019,"620,00","620,00","620,00","620,00","-8,69",1.504,932.480,932.480
ADIN,21.6.2019,"679,00","679,00","679,00","679,00","-3,00",400,271.600,271.600
ADIN,29.5.2019,"700,00","700,00","700,00","700,00","8,02",885,619.500,619.500
ADIN,19.4.2019,"648,00","648,00","648,00","648,00","0,00",20,12.960,12.960
ADIN,17.4.2019,"648,00","648,00","648,00","648,00","-6,22",150,97.200,97.200
ADIN,22.3.2019,"691,00","691,00","691,00","691,00","0,00",100,69.100,69.100
ADIN,04.3.2019,"691,00","691,00","691,00","691,00","4,70",380,262.580,262.580
ADIN,14.2.2019,"660,00","660,00","660,00","660,00","0,00",1.000,660.000,660.000
ADIN,26.12.2018,"660,00","660,00","660,00","660,00","0,00",50,33.000,33.000
ADIN,18.12.2018,"660,00","660,00","660,00","660,00","-5,71",400,264.000,264.000
ADIN,29.11.2018,"700,00","700,00","700,00","700,00","0,00",80,56.000,56.000
ADIN,28.11.2018,"700,00","700,00","700,00","700,00","13,27",270,189.000,189.000
ADIN,01.11.2018,"618,00","618,00","618,00","618,00","10,36",360,222.480,222.480
ADIN,24.9.2018,"560,00","560,00","560,00","560,00","0,00",15,8.400,8.400
ADIN,20.9.2018,"560,00","560,00","560,00","560,00","0,54",500,280.000,280.000
ADIN,17.9.2018,"557,00","557,00","557,00","557,00","-2,96",360,200.520,200.520
ADIN,23.8.2018,"574,00","574,00","574,00","574,00","2,87",500,287.000,287.000
ADIN,16.8.2018,"558,00","558,00","558,00","558,00","0,00",320,178.560,178.560
ADIN,25.7.2018,"558,00","558,00","558,00","558,00","13,88",105,58.590,58.590
ADIN,07.3.2018,"490,00","490,00","490,00","490,00","0,00",50,24.500,24.500
ADIN,14.2.2018,"490,00","490,00","490,00","490,00","0,00",200,98.000,98.000
ADIN,29.1.2018,"490,00","490,00","490,00","490,00","-5,41",110,53.900,53.900
ADIN,04.1.2018,"518,00","518,00","518,00","518,00","-3,00",350,181.300,181.300
ADIN,24.11.2017,"534,00","534,00","534,00","534,00","-1,11",200,106.800,106.800
ADIN,21.11.2017,"540,00","540,00","540,00","540,00","-1,82",120,64.800,64.800
ADIN,20.11.2017,"550,00","550,00","550,00","550,00","0,00",350,192.500,192.500
ADIN,16.11.2017,"550,00","550,00","550,00","550,00","-2,83",10,5.500,5.500
ADIN,07.11.2017,"566,00","566,00","566,00","566,00","2,91",600,339.600,339.600
ADIN,02.11.2017,"550,00","550,00","550,00","550,00","0,00",30,16.500,16.500
ADIN,27.10.2017,"550,00","550,00","550,00","550,00","-16,54",500,275.000,275.000
ADIN,07.9.2017,"659,00","659,00","659,00","659,00","-3,09",100,65.900,65.900
ADIN,27.4.2017,"680,00","680,00","680,00","680,00","0,00",1.288,875.840,875.840
ADIN,25.4.2017,"680,00","680,00","680,00","680,00","6,25",18.308,12.449.440,12.449.440
ADIN,19.4.2017,"640,00","640,00","640,00","640,00","6,49",666,426.240,426.240
ADIN,07.4.2017,"601,00","601,00","601,00","601,00","-6,09",10,6.010,6.010
ADIN,04.4.2017,"640,00","640,00","640,00","640,00","0,16",1.000,640.000,640.000
ADIN,29.3.2017,"639,00","639,00","639,00","639,00","-8,71",127,81.153,81.153
ADIN,27.3.2017,"700,00","700,00","700,00","700,00","9,55",5,3.500,3.500
ADIN,23.3.2017,"639,00","639,00","639,00","639,00","-2,74",5,3.195,3.195
ADIN,13.3.2017,"657,00","657,00","657,00","657,00","-10,00",15,9.855,9.855
ADIN,07.3.2017,"730,00","730,00","730,00","730,00","5,42",155,113.150,113.150
ADIN,06.3.2017,"730,00","730,00","630,00","692,50","0,95",40,27.700,27.700
ADIN,01.3.2017,"686,00","686,00","686,00","686,00","-2,97",490,336.140,336.140
ADIN,28.2.2017,"707,00","707,00","707,00","707,00","0,00",30,21.210,21.210
ADIN,24.2.2017,"707,00","707,00","707,00","707,00","-2,88",20,14.140,14.140
ADIN,17.2.2017,"728,00","728,00","728,00","728,00","-2,93",30,21.840,21.840
ADIN,16.2.2017,"750,00","750,00","750,00","750,00","2,60",60,45.000,45.000
ADIN,15.2.2017,"731,00","731,00","731,00","731,00","0,00",40,29.240,29.240
ADIN,03.1.2017,"731,00","731,00","731,00","731,00","9,92",40,29.240,29.240
ADIN,29.12.2016,"665,00","665,00","665,00","665,00","9,92",50,33.250,33.250
ADIN,26.12.2016,"605,00","605,00","605,00","605,00","0,00",1.599,967.395,967.395
ADIN,21.12.2016,"605,00","605,00","605,00","605,00","10,00",8.428,5.098.940,5.098.940
ADIN,15.12.2016,"550,00","550,00","550,00","550,00","0,00",672,369.600,369.600
ADIN,14.12.2016,"550,00","550,00","550,00","550,00","-8,33",40,22.000,7.986.550
ADIN,18.11.2016,"600,00","600,00","600,00","600,00","9,09",100,60.000,60.000
ADIN,15.11.2016,"550,00","550,00","550,00","550,00","0,00",90,49.500,49.500
ADIN,14.11.2016,"550,00","550,00","550,00","550,00","10,00",100,55.000,55.000
ADIN,09.11.2016,"500,00","500,00","500,00","500,00","0,00",200,100.000,100.000
ADIN,02.11.2016,"500,00","500,00","500,00","500,00","1,01",200,100.000,100.000
ADIN,01.11.2016,"495,00","495,00","495,00","495,00","2,91",199,98.505,98.505
ADIN,31.10.2016,"481,00","481,00","481,00","481,00","3,22",160,76.960,76.960
ADIN,26.10.2016,"466,00","466,00","466,00","466,00","2,87",5,2.330,2.330
ADIN,21.10.2016,"453,00","453,00","453,00","453,00","9,95",1.500,679.500,679.500
ADIN,19.10.2016,"412,00","412,00","412,00","412,00","3,00",356,146.672,146.672
ADIN,06.10.2016,"400,00","400,00","400,00","400,00","3,90",196,78.400,78.400
ADIN,05.10.2016,"385,00","385,00","385,00","385,00","0,00",1.258,484.330,484.330
ADIN,06.9.2016,"385,00","385,00","385,00","385,00","0,00",25,9.625,9.625
ADIN,01.9.2016,"385,00","385,00","385,00","385,00","10,00",20,7.700,7.700
ADIN,25.8.2016,"350,00","350,00","350,00","350,00","9,38",35,12.250,12.250
ADIN,23.8.2016,"320,00","320,00","320,00","320,00","-2,88",20,6.400,6.400
ADIN,15.8.2016,"330,00","330,00","329,00","329,49","0,15",226,74.464,74.464
ADIN,10.8.2016,"329,00","329,00","329,00","329,00","6,13",100,32.900,32.900
ADIN,08.8.2016,"310,00","310,00","310,00","310,00","1,04",80,24.800,24.800
ADIN,05.8.2016,"310,00","310,00","306,00","306,80","3,03",500,153.400,153.400
ADIN,23.6.2016,"300,00","300,00","280,00","297,78","-0,74",180,53.600,53.600
ADIN,03.6.2016,"300,00","300,00","300,00","300,00","0,00",100,30.000,30.000
ADIN,01.6.2016,"300,00","300,00","300,00","300,00","-0,33",350,105.000,105.000
ADIN,31.5.2016,"301,00","301,00","301,00","301,00","0,33",110,33.110,33.110
ADIN,23.5.2016,"300,00","300,00","300,00","300,00","0,33",1.157,347.100,347.100
ADIN,18.5.2016,"299,00","299,00","299,00","299,00","-0,33",200,59.800,59.800
ADIN,05.5.2016,"300,00","300,00","300,00","300,00","0,33",70,21.000,21.000
ADIN,03.5.2016,"299,00","299,00","299,00","299,00","-0,33",500,149.500,149.500
ADIN,05.4.2016,"300,00","300,00","300,00","300,00","0,00",750,225.000,225.000
ADIN,01.4.2016,"300,00","300,00","300,00","300,00","-7,69",1.150,345.000,345.000
ADIN,31.3.2016,"325,00","325,00","325,00","325,00","-2,99",1.115,362.375,362.375
ADIN,22.3.2016,"335,00","335,00","335,00","335,00","-0,89",30,10.050,10.050
ADIN,15.3.2016,"338,00","338,00","338,00","338,00","-0,29",30,10.140,10.140
ADIN,11.3.2016,"339,00","339,00","339,00","339,00","-0,29",41,13.899,13.899
ADIN,09.3.2016,"340,00","340,00","340,00","340,00","9,32",90,30.600,30.600
ADIN,04.3.2016,"311,00","311,00","311,00","311,00","-9,86",50,15.550,15.550
ADIN,05.1.2016,"345,00","345,00","345,00","345,00","0,00",50,17.250,17.250
ADIN,24.12.2015,"345,00","345,00","345,00","345,00","0,00",10,3.450,3.450
ADIN,25.11.2015,"345,00","345,00","345,00","345,00","18,97",60,20.700,20.700
ADIN,19.11.2015,"290,00","290,00","290,00","290,00","0,00",54,15.660,15.660
ADIN,10.11.2015,"290,00","290,00","290,00","290,00","0,00",200,58.000,58.000
ADIN,05.11.2015,"290,00","290,00","290,00","290,00","7,41",100,29.000,29.000
ADIN,04.11.2015,"270,00","270,00","270,00","270,00","-9,70",1.167,315.090,315.090
ADIN,30.10.2015,"299,00","299,00","299,00","299,00","0,00",50,14.950,14.950
ADIN,28.10.2015,"299,00","299,00","299,00","299,00","-0,33",330,98.670,98.670
ADIN,22.10.2015,"300,00","300,00","300,00","300,00","0,00",446,133.800,133.800
ADIN,05.10.2015,"300,00","300,00","300,00","300,00","13,21",100,30.000,30.000
ADIN,18.8.2015,"265,00","265,00","265,00","265,00","6,00",1.467,388.755,388.755
ADIN,25.6.2015,"250,00","250,00","250,00","250,00","-19,35",576,144.000,144.000
ADIN,14.4.2015,"310,00","310,00","310,00","310,00","-17,33",100,31.000,31.000
ADIN,25.3.2015,"375,00","375,00","375,00","375,00","2,18",5,1.875,1.875
ADIN,13.2.2015,"367,00","367,00","367,00","367,00","0,00",50,18.350,18.350
ADIN,03.2.2015,"367,00","367,00","367,00","367,00","0,00",396,145.332,145.332
ADIN,02.2.2015,"367,00","367,00","367,00","367,00","0,00",575,211.025,211.025
ADIN,26.1.2015,"367,00","367,00","367,00","367,00","2,80",25,9.175,9.175
ADIN,22.12.2014,"357,00","357,00","357,00","357,00","-12,93",100,35.700,35.700
ADIN,05.12.2014,"410,00","410,00","410,00","410,00","0,24",683,280.030,280.030
ADIN,04.12.2014,"409,00","409,00","409,00","409,00","-9,11",100,40.900,40.900
ADIN,02.12.2014,"450,00","450,00","450,00","450,00","47,54",180,81.000,81.000
ADIN,13.11.2014,"305,00","305,00","305,00","305,00","22,00",581,177.205,177.205
ADIN,10.9.2014,"250,00","250,00","250,00","250,00","2,88",100,25.000,25.000
ADIN,13.8.2014,"243,00","243,00","243,00","243,00","-2,80",500,121.500,121.500
ADIN,23.5.2014,"250,00","250,00","250,00","250,00","0,00",471,117.750,117.750
ADIN,14.3.2014,"250,00","250,00","250,00","250,00","-0,40",1.000,250.000,250.000
ADIN,14.2.2014,"251,00","251,00","251,00","251,00","0,00",10,2.510,2.510
ADIN,31.1.2014,"251,00","251,00","251,00","251,00","0,40",200,50.200,50.200
ALK,14.11.2024,"24.000,00","24.000,00","23.950,00","23.991,57","0,29",408,9.788.559,13.733.409
ALK,13.11.2024,"24.000,00","24.000,00","23.889,00","23.922,38","0,54",175,4.186.417,8.110.017
ALK,12.11.2024,"23.820,00","23.821,00","23.700,00","23.793,41","1,54",485,11.539.805,15.449.805
ALK,11.11.2024,"23.889,00","23.889,00","23.200,00","23.432,42","1,03",88,2.062.053,2.062.053
ALK,08.11.2024,"23.299,00","23.400,00","23.010,00","23.193,84","0,85",64,1.484.406,1.484.406
ALK,07.11.2024,"23.000,00","23.000,00","22.990,00","22.997,62","2,28",130,2.989.691,2.989.691
ALK,06.11.2024,"22.500,00","22.502,00","22.301,00","22.484,06","0,83",187,4.204.519,4.204.519
ALK,05.11.2024,"22.300,00","22.300,00","22.298,00","22.299,74","0,03",3.434,76.577.300,76.577.300
ALK,04.11.2024,"22.300,00","22.300,00","22.250,00","22.293,98","-0,10",408,9.095.944,9.095.944
ALK,01.11.2024,"22.300,00","22.351,00","22.300,00","22.316,35","0,11",712,15.889.243,26.615.543
ALK,31.10.2024,"22.250,00","22.310,00","22.250,00","22.291,33","0,19",218,4.859.510,4.859.510
ALK,30.10.2024,"22.250,00","22.250,00","22.250,00","22.250,00","-0,01",86,1.913.500,1.913.500
ALK,29.10.2024,"22.200,00","22.260,00","22.200,00","22.252,00","-0,07",125,2.781.500,2.781.500
ALK,28.10.2024,"22.300,00","22.350,00","22.250,00","22.266,81","0,18",111,2.471.616,2.471.616
ALK,25.10.2024,"22.200,00","22.251,00","22.200,00","22.225,74","-0,08",339,7.534.525,7.534.525
ALK,24.10.2024,"22.250,00","22.251,00","22.200,00","22.243,51","-0,20",359,7.985.420,7.985.420
ALK,22.10.2024,"22.250,00","22.500,00","22.200,00","22.288,64","0,06",78,1.738.514,1.738.514
ALK,21.10.2024,"22.250,00","22.300,00","22.200,00","22.274,43","0,09",298,6.637.780,6.637.780
ALK,18.10.2024,"22.250,00","22.300,00","22.249,00","22.254,15","0,04",222,4.940.421,4.940.421
ALK,17.10.2024,"22.250,00","22.296,00","22.160,00","22.246,02","0,47",317,7.051.987,7.051.987
ALK,16.10.2024,"22.295,00","22.295,00","22.100,00","22.140,92","-0,45",74,1.638.428,1.638.428
ALK,15.10.2024,"22.101,00","22.300,00","22.100,00","22.240,91","-0,27",92,2.046.164,2.046.164
ALK,14.10.2024,"22.300,00","22.350,00","22.300,00","22.301,63","-0,21",195,4.348.818,4.348.818
ALK,10.10.2024,"22.350,00","22.400,00","22.300,00","22.347,50","0,27",177,3.955.508,3.955.508
ALK,09.10.2024,"22.300,00","22.300,00","22.250,00","22.286,23","0,15",61,1.359.460,1.359.460
ALK,08.10.2024,"22.300,00","22.300,00","22.155,00","22.251,97","0,21",77,1.713.402,1.713.402
ALK,07.10.2024,"22.150,00","22.250,00","22.150,00","22.204,41","-0,17",78,1.731.944,1.731.944
ALK,04.10.2024,"22.201,00","22.250,00","22.201,00","22.242,51","-0,12",72,1.601.461,1.601.461
ALK,03.10.2024,"22.250,00","22.300,00","22.250,00","22.269,75","-0,12",119,2.650.100,2.650.100
ALK,02.10.2024,"22.300,00","22.350,00","22.250,00","22.296,09","0,01",225,5.016.620,5.016.620
ALK,01.10.2024,"22.250,00","22.300,00","22.250,00","22.294,28","-0,03",128,2.853.668,2.853.668
ALK,30.9.2024,"22.300,00","22.303,00","22.300,00","22.300,96","0,00",253,5.642.142,5.642.142
ALK,27.9.2024,"22.300,00","22.301,00","22.300,00","22.300,39","0,04",77,1.717.130,1.717.130
ALK,26.9.2024,"22.300,00","22.300,00","22.250,00","22.291,80","0,12",61,1.359.800,1.359.800
ALK,25.9.2024,"22.222,00","22.300,00","22.222,00","22.264,43","-0,15",37,823.784,823.784
ALK,24.9.2024,"22.300,00","22.300,00","22.250,00","22.298,10","0,01",30,668.943,668.943
ALK,23.9.2024,"22.299,00","22.300,00","22.200,00","22.295,52","0,35",84,1.872.824,1.872.824
ALK,20.9.2024,"22.200,00","22.300,00","22.150,00","22.217,21","0,32",61,1.355.250,1.355.250
ALK,19.9.2024,"22.150,00","22.300,00","22.100,00","22.146,50","-0,73",760,16.831.341,16.831.341
ALK,18.9.2024,"22.310,00","22.350,00","22.300,00","22.309,76","0,50",123,2.744.100,2.744.100
ALK,17.9.2024,"22.200,00","22.200,00","22.198,00","22.198,93","0,89",162,3.596.227,3.596.227
ALK,16.9.2024,"22.004,00","22.004,00","22.000,00","22.002,37","-1,20",57,1.254.135,1.254.135
ALK,13.9.2024,"22.399,00","22.700,00","22.151,00","22.269,03","0,64",471,10.488.714,10.488.714
ALK,12.9.2024,"22.002,00","22.150,00","22.002,00","22.126,76","0,58",184,4.071.324,4.071.324
ALK,11.9.2024,"22.100,00","22.100,00","21.900,00","21.999,92","0,03",211,4.641.983,4.641.983
ALK,10.9.2024,"22.000,00","22.000,00","21.963,00","21.992,51","0,14",364,8.005.275,8.005.275
ALK,06.9.2024,"21.993,00","21.994,00","21.900,00","21.962,32","-0,15",367,8.060.173,8.060.173
ALK,05.9.2024,"21.995,00","21.995,00","21.994,00","21.994,90","0,40",50,1.099.745,1.099.745
ALK,04.9.2024,"21.995,00","21.995,00","21.900,00","21.906,25","-0,28",32,701.000,701.000
ALK,03.9.2024,"22.000,00","22.000,00","21.899,00","21.967,90","-0,12",159,3.492.896,3.492.896
ALK,02.9.2024,"21.950,00","22.000,00","21.950,00","21.993,43","0,02",145,3.189.048,3.189.048
ALK,30.8.2024,"22.000,00","22.000,00","21.940,00","21.989,63","0,23",185,4.068.081,4.068.081
ALK,29.8.2024,"21.940,00","21.999,00","21.900,00","21.938,50","-0,26",84,1.842.834,1.842.834
ALK,27.8.2024,"21.999,00","21.999,00","21.995,00","21.996,62","-0,01",198,4.355.331,4.355.331
ALK,26.8.2024,"21.999,00","22.000,00","21.999,00","21.999,49","0,02",69,1.517.965,1.517.965
ALK,23.8.2024,"21.999,00","21.999,00","21.990,00","21.995,20","-0,02",79,1.737.621,1.737.621
ALK,22.8.2024,"22.000,00","22.000,00","21.999,00","21.999,41","0,01",222,4.883.870,4.883.870
ALK,21.8.2024,"22.000,00","22.000,00","21.950,00","21.996,57","-0,03",640,14.077.805,14.077.805
ALK,20.8.2024,"21.999,00","22.050,00","21.998,00","22.002,84","-0,05",267,5.874.759,5.874.759
ALK,19.8.2024,"22.000,00","22.100,00","22.000,00","22.014,46","-0,39",35,770.506,5.788.006
ALK,16.8.2024,"22.099,00","22.200,00","22.099,00","22.100,77","0,05",199,4.398.053,4.398.053
ALK,15.8.2024,"22.100,00","22.249,00","21.650,00","22.090,70","-0,56",87,1.921.891,1.921.891
ALK,14.8.2024,"22.200,00","22.250,00","22.200,00","22.215,34","0,33",118,2.621.410,2.621.410
ALK,13.8.2024,"22.200,00","22.250,00","21.910,00","22.141,31","0,00",132,2.922.653,2.922.653
ALK,12.8.2024,"22.150,00","22.150,00","21.910,00","22.141,58","0,72",57,1.262.070,1.262.070
ALK,09.8.2024,"22.000,00","22.000,00","21.979,00","21.982,42","0,43",221,4.858.114,4.858.114
ALK,08.8.2024,"21.980,00","21.980,00","21.875,00","21.889,14","-0,07",191,4.180.825,4.180.825
ALK,07.8.2024,"21.875,00","21.989,00","21.800,00","21.904,34","-0,42",217,4.753.241,4.753.241
ALK,06.8.2024,"21.989,00","21.999,00","21.989,00","21.997,45","-0,06",31,681.921,681.921
ALK,05.8.2024,"21.800,00","22.100,00","21.800,00","22.010,90","-0,96",92,2.025.003,2.025.003
ALK,01.8.2024,"22.249,00","22.250,00","22.200,00","22.224,82","-0,33",38,844.543,844.543
ALK,31.7.2024,"22.300,00","22.300,00","22.295,00","22.298,95","-0,01",157,3.500.935,3.500.935
ALK,30.7.2024,"22.300,00","22.350,00","22.299,00","22.302,01","0,22",239,5.330.180,5.330.180
ALK,29.7.2024,"22.350,00","22.350,00","22.249,00","22.253,34","0,10",416,9.257.388,9.257.388
ALK,26.7.2024,"22.250,00","22.250,00","22.220,00","22.231,92","0,05",330,7.336.535,7.336.535
ALK,25.7.2024,"22.350,00","22.350,00","22.220,00","22.220,59","0,13",264,5.866.237,5.866.237
ALK,24.7.2024,"22.211,00","22.220,00","22.150,00","22.192,72","0,19",380,8.433.232,8.433.232
ALK,23.7.2024,"22.150,00","22.200,00","22.139,00","22.150,20","0,01",402,8.904.382,8.904.382
ALK,22.7.2024,"22.146,00","22.148,00","22.146,00","22.147,09","0,00",105,2.325.444,2.325.444
ALK,19.7.2024,"22.149,00","22.150,00","22.140,00","22.147,18","-0,01",390,8.637.401,8.637.401
ALK,18.7.2024,"22.149,00","22.150,00","22.147,00","22.149,44","0,09",222,4.917.175,4.917.175
ALK,17.7.2024,"22.500,00","22.500,00","22.100,00","22.128,55","0,36",605,13.387.770,13.387.770
ALK,16.7.2024,"22.150,00","22.150,00","22.000,00","22.048,82","0,22",242,5.335.815,5.335.815
ALK,15.7.2024,"22.000,00","22.000,00","21.999,00","21.999,93","-0,09",135,2.969.990,2.969.990
ALK,12.7.2024,"22.100,00","22.100,00","22.000,00","22.019,75","-0,51",81,1.783.600,1.783.600
